,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4526,13.85,Low Fat,0.034765901,Hard Drinks,114.2492,OUT017,Not Applicable,Tier 2,Supermarket Type1,1853.5872
4527,15.1,Low Fat,0.095696334,Baking Goods,159.7604,OUT017,Not Applicable,Tier 2,Supermarket Type1,2693.8268
4528,15.0,Low Fat,0.071371458,Health and Hygiene,125.2362,OUT046,Small,Tier 1,Supermarket Type1,1384.1982
4529,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318,OUT018,Medium,Tier 3,Supermarket Type2,2706.477
4530,16.85,Regular,0.267565911,Frozen Foods,194.1478,OUT010,Not Applicable,Tier 3,Grocery Store,1162.4868
4531,15.5,Low Fat,0.053327763,Soft Drinks,44.477,OUT013,High,Tier 3,Supermarket Type1,865.54
4532,15.85,Regular,0.007145063,Snack Foods,41.048,OUT035,Small,Tier 2,Supermarket Type1,479.376
4533,21.2,Low Fat,0.071076055,Snack Foods,174.837,OUT017,Not Applicable,Tier 2,Supermarket Type1,5469.547
4534,13.35,Low Fat,0.139426044,Frozen Foods,148.3392,OUT035,Small,Tier 2,Supermarket Type1,3877.6192
4535,6.11,Regular,0.151925271,Soft Drinks,46.6086,OUT035,Small,Tier 2,Supermarket Type1,624.5204
4536,13.0,Low Fat,0.099479703,Household,44.906,OUT049,Medium,Tier 1,Supermarket Type1,652.484
4537,12.857645184136183,Low Fat,0.045900448,Snack Foods,118.9124,OUT027,Medium,Tier 3,Supermarket Type3,2844.2976
4538,12.857645184136183,Low Fat,0.21799414,Canned,266.5884,OUT019,Small,Tier 1,Grocery Store,1324.942
4539,6.425,Low Fat,0.010454459,Canned,115.6808,OUT049,Medium,Tier 1,Supermarket Type1,1406.1696
4540,12.857645184136183,Low Fat,0.172641213,Snack Foods,195.111,OUT027,Medium,Tier 3,Supermarket Type3,5303.097
4541,12.0,Low Fat,0.075701524,Baking Goods,124.6388,OUT045,Not Applicable,Tier 2,Supermarket Type1,2105.2596
4542,7.535,Low Fat,0.081914677,Soft Drinks,120.344,OUT049,Medium,Tier 1,Supermarket Type1,3835.008
4543,7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162,OUT049,Medium,Tier 1,Supermarket Type1,5195.2374
4544,14.7,Low Fat,0.072444983,Fruits and Vegetables,48.6034,OUT045,Not Applicable,Tier 2,Supermarket Type1,194.4136
4545,10.3,Low Fat,0.069981909,Dairy,263.0226,OUT013,High,Tier 3,Supermarket Type1,6079.4198
4546,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012,OUT017,Not Applicable,Tier 2,Supermarket Type1,1669.8264
4547,10.1,Low Fat,0.024159767,Canned,114.715,OUT035,Small,Tier 2,Supermarket Type1,815.605
4548,7.785,Low Fat,0.089210159,Fruits and Vegetables,64.251,OUT017,Not Applicable,Tier 2,Supermarket Type1,1328.271
4549,13.8,Low Fat,0.097611115,Dairy,54.893,OUT017,Not Applicable,Tier 2,Supermarket Type1,679.116
4550,11.8,Low Fat,0.058975504,Health and Hygiene,81.7618,OUT018,Medium,Tier 3,Supermarket Type2,966.7416
4551,10.5,Low Fat,0.027430696,Household,171.1106,OUT017,Not Applicable,Tier 2,Supermarket Type1,3593.3226
4552,12.857645184136183,Regular,0.0,Snack Foods,58.7588,OUT019,Small,Tier 1,Grocery Store,400.8116
4553,19.7,Low Fat,0.038815341,Hard Drinks,124.2362,OUT045,Not Applicable,Tier 2,Supermarket Type1,1887.543
4554,12.857645184136183,Low Fat,0.152632413,Dairy,98.441,OUT019,Small,Tier 1,Grocery Store,96.541
4555,12.857645184136183,Low Fat,0.021618297,Breads,167.1184,OUT027,Medium,Tier 3,Supermarket Type3,2476.776
4556,15.1,Regular,0.096491904,Meat,134.4942,OUT018,Medium,Tier 3,Supermarket Type2,1854.9188
4557,16.2,Low Fat,0.033568871,Soft Drinks,74.9696,OUT017,Not Applicable,Tier 2,Supermarket Type1,2162.5184
4558,11.3,Regular,0.054507422,Meat,96.3094,OUT013,High,Tier 3,Supermarket Type1,666.4658
4559,12.857645184136183,Regular,0.063079544,Frozen Foods,175.7712,OUT019,Small,Tier 1,Grocery Store,351.5424
4560,12.857645184136183,Low Fat,0.064208126,Frozen Foods,180.1976,OUT019,Small,Tier 1,Grocery Store,181.0976
4561,19.7,Low Fat,0.041974489,Frozen Foods,108.6912,OUT017,Not Applicable,Tier 2,Supermarket Type1,2183.824
4562,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556,OUT017,Not Applicable,Tier 2,Supermarket Type1,2065.3116
4563,9.5,Low Fat,0.041065647,Hard Drinks,223.5088,OUT017,Not Applicable,Tier 2,Supermarket Type1,4697.8848
4564,13.5,Regular,0.128709014,Starchy Foods,96.1068,OUT013,High,Tier 3,Supermarket Type1,1846.9292
4565,13.65,Low Fat,0.03596071,Snack Foods,186.3924,OUT046,Small,Tier 1,Supermarket Type1,1665.8316
4566,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,OUT013,High,Tier 3,Supermarket Type1,591.2304
4567,12.857645184136183,Low Fat,0.210596485,Others,144.747,OUT019,Small,Tier 1,Grocery Store,143.147
4568,6.86,Low Fat,0.03674399,Household,231.201,OUT017,Not Applicable,Tier 2,Supermarket Type1,6201.927
4569,14.7,Low Fat,0.072238195,Fruits and Vegetables,47.5034,OUT013,High,Tier 3,Supermarket Type1,972.068
4570,12.857645184136183,Low Fat,0.034141213,Household,211.9218,OUT027,Medium,Tier 3,Supermarket Type3,3419.5488
4571,9.195,Low Fat,0.101500374,Baking Goods,45.2744,OUT045,Not Applicable,Tier 2,Supermarket Type1,679.116
4572,14.15,Low Fat,0.042246575,Dairy,54.2982,OUT049,Medium,Tier 1,Supermarket Type1,1104.5622
4573,12.3,Regular,0.058105769,Snack Foods,60.4562,OUT035,Small,Tier 2,Supermarket Type1,1777.686
4574,11.8,Regular,0.170141787,Canned,116.7834,OUT013,High,Tier 3,Supermarket Type1,2303.668
4575,13.6,Regular,0.049579883,Frozen Foods,110.0912,OUT035,Small,Tier 2,Supermarket Type1,1965.4416
4576,11.6,Low Fat,0.0,Canned,178.2686,OUT049,Medium,Tier 1,Supermarket Type1,1955.4546
4577,15.0,Low Fat,0.058725134,Snack Foods,43.6744,OUT017,Not Applicable,Tier 2,Supermarket Type1,407.4696
4578,7.0,Low Fat,0.0,Canned,105.628,OUT049,Medium,Tier 1,Supermarket Type1,1384.864
4579,13.1,Low Fat,0.075695552,Dairy,168.4158,OUT049,Medium,Tier 1,Supermarket Type1,1504.0422
4580,11.3,Low Fat,0.007321067,Meat,197.7426,OUT017,Not Applicable,Tier 2,Supermarket Type1,2570.6538
4581,12.3,Low Fat,0.009463757,Baking Goods,73.838,OUT017,Not Applicable,Tier 2,Supermarket Type1,1245.046
4582,10.0,Low Fat,0.021407511,Household,248.175,OUT013,High,Tier 3,Supermarket Type1,3495.45
4583,12.857645184136183,Low Fat,0.145669556,Frozen Foods,247.2776,OUT019,Small,Tier 1,Grocery Store,743.0328
4584,6.98,Low Fat,0.041273236,Canned,82.4934,OUT018,Medium,Tier 3,Supermarket Type2,982.7208
4585,19.0,Low Fat,0.128090139,Snack Foods,107.0622,OUT046,Small,Tier 1,Supermarket Type1,1376.2086
4586,17.0,Low Fat,0.135707553,Fruits and Vegetables,172.5106,OUT035,Small,Tier 2,Supermarket Type1,2053.3272
4587,15.15,Low Fat,0.027774002,Baking Goods,152.3708,OUT035,Small,Tier 2,Supermarket Type1,3159.8868
4588,12.857645184136183,Regular,0.07278643,Frozen Foods,49.4376,OUT019,Small,Tier 1,Grocery Store,191.7504
4589,12.857645184136183,Low Fat,0.029640604,Fruits and Vegetables,40.8138,OUT027,Medium,Tier 3,Supermarket Type3,1543.3244
4590,8.355,Low Fat,0.187939003,Canned,146.9418,OUT045,Not Applicable,Tier 2,Supermarket Type1,1029.9926
4591,12.15,Low Fat,0.14492016,Health and Hygiene,224.4404,OUT013,High,Tier 3,Supermarket Type1,1800.3232
4592,17.25,Regular,0.125419157,Breakfast,40.048,OUT049,Medium,Tier 1,Supermarket Type1,399.48
4593,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102,OUT013,High,Tier 3,Supermarket Type1,2916.204
4594,12.857645184136183,Low Fat,0.0,Dairy,175.3028,OUT027,Medium,Tier 3,Supermarket Type3,3719.1588
4595,5.78,Regular,0.074149074,Snack Foods,262.2568,OUT046,Small,Tier 1,Supermarket Type1,5273.136
4596,18.7,Low Fat,0.04604992,Health and Hygiene,151.9682,OUT013,High,Tier 3,Supermarket Type1,3354.3004
4597,19.2,Low Fat,0.035384612,Snack Foods,180.3318,OUT017,Not Applicable,Tier 2,Supermarket Type1,3428.2042
4598,12.857645184136183,Low Fat,0.038340116,Snack Foods,240.1564,OUT027,Medium,Tier 3,Supermarket Type3,7150.692
4599,12.857645184136183,Low Fat,0.0,Baking Goods,81.8618,OUT019,Small,Tier 1,Grocery Store,161.1236
4600,12.857645184136183,Low Fat,0.049080853,Fruits and Vegetables,147.7734,OUT027,Medium,Tier 3,Supermarket Type3,4602.6754
4601,12.857645184136183,Low Fat,0.076183667,Household,245.646,OUT027,Medium,Tier 3,Supermarket Type3,3695.19
4602,7.35,Low Fat,0.028711412,Fruits and Vegetables,39.9454,OUT018,Medium,Tier 3,Supermarket Type2,377.5086
4603,20.35,Regular,0.0,Meat,81.6276,OUT046,Small,Tier 1,Supermarket Type1,1787.0072
4604,12.857645184136183,Low Fat,0.12517151,Fruits and Vegetables,88.9198,OUT027,Medium,Tier 3,Supermarket Type3,3139.9128
4605,17.85,Low Fat,0.037826873,Soft Drinks,189.7188,OUT046,Small,Tier 1,Supermarket Type1,2285.0256
4606,4.615,Regular,0.101747034,Canned,231.33,OUT013,High,Tier 3,Supermarket Type1,4660.6
4607,15.0,Low Fat,0.0,Snack Foods,47.2744,OUT035,Small,Tier 2,Supermarket Type1,679.116
4608,12.857645184136183,Regular,0.075142108,Breads,145.8444,OUT027,Medium,Tier 3,Supermarket Type3,3773.7544
4609,12.1,Regular,0.061424738,Soft Drinks,56.7614,OUT018,Medium,Tier 3,Supermarket Type2,1049.9666
4610,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324,OUT045,Not Applicable,Tier 2,Supermarket Type1,1864.24
4611,12.857645184136183,Low Fat,0.041556697,Baking Goods,104.4332,OUT019,Small,Tier 1,Grocery Store,307.5996
4612,15.5,Regular,0.126791761,Baking Goods,262.1568,OUT010,Not Applicable,Tier 3,Grocery Store,527.3136
4613,9.195,Regular,0.117484834,Snack Foods,158.5578,OUT046,Small,Tier 1,Supermarket Type1,2406.867
4614,15.1,Regular,0.106097275,Fruits and Vegetables,43.2796,OUT018,Medium,Tier 3,Supermarket Type2,123.8388
4615,5.095,Regular,0.129395895,Snack Foods,140.3838,OUT013,High,Tier 3,Supermarket Type1,1826.2894
4616,15.1,Regular,0.100265027,Fruits and Vegetables,142.5786,OUT018,Medium,Tier 3,Supermarket Type2,3323.0078
4617,12.1,Low Fat,0.011557563,Dairy,165.3526,OUT049,Medium,Tier 1,Supermarket Type1,3453.5046
4618,6.235,Low Fat,0.119157788,Household,263.791,OUT018,Medium,Tier 3,Supermarket Type2,2103.928
4619,15.0,Low Fat,0.077622622,Breads,121.8414,OUT010,Not Applicable,Tier 3,Grocery Store,243.6828
4620,12.857645184136183,Low Fat,0.041194986,Fruits and Vegetables,39.1164,OUT027,Medium,Tier 3,Supermarket Type3,1235.7248
4621,10.65,Regular,0.085135953,Snack Foods,232.3668,OUT046,Small,Tier 1,Supermarket Type1,3685.8688
4622,9.8,Regular,0.106816919,Fruits and Vegetables,114.2492,OUT010,Not Applicable,Tier 3,Grocery Store,463.3968
4623,18.25,Low Fat,0.04421348,Hard Drinks,173.408,OUT013,High,Tier 3,Supermarket Type1,1038.648
4624,12.857645184136183,Low Fat,0.013745883,Frozen Foods,62.0168,OUT027,Medium,Tier 3,Supermarket Type3,1534.0032
4625,19.6,Low Fat,0.094308058,Household,251.8698,OUT049,Medium,Tier 1,Supermarket Type1,3551.3772
4626,17.0,Regular,0.026622757,Canned,144.247,OUT045,Not Applicable,Tier 2,Supermarket Type1,3149.234
4627,9.6,Regular,0.014234595,Snack Foods,190.2872,OUT049,Medium,Tier 1,Supermarket Type1,4727.18
4628,8.51,Regular,0.078526225,Snack Foods,173.5422,OUT049,Medium,Tier 1,Supermarket Type1,5000.8238
4629,5.88,Low Fat,0.0249887,Household,150.3392,OUT018,Medium,Tier 3,Supermarket Type2,447.4176
4630,8.905,Low Fat,0.143712172,Frozen Foods,60.2878,OUT018,Medium,Tier 3,Supermarket Type2,1151.1682
4631,12.857645184136183,Regular,0.067373081,Breads,258.8988,OUT027,Medium,Tier 3,Supermarket Type3,3083.9856
4632,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.8292,OUT013,High,Tier 3,Supermarket Type1,2554.0088
4633,20.7,Low Fat,0.043011277,Dairy,177.2028,OUT018,Medium,Tier 3,Supermarket Type2,3364.9532
4634,12.857645184136183,Low Fat,0.123557061,Household,216.6192,OUT019,Small,Tier 1,Grocery Store,215.7192
4635,6.3,Low Fat,0.127968205,Canned,209.627,OUT018,Medium,Tier 3,Supermarket Type2,3984.813
4636,17.5,Regular,0.007570599,Dairy,144.6102,OUT018,Medium,Tier 3,Supermarket Type2,2187.153
4637,12.857645184136183,Regular,0.0,Canned,92.312,OUT019,Small,Tier 1,Grocery Store,372.848
4638,5.765,Low Fat,0.081996785,Baking Goods,40.1164,OUT035,Small,Tier 2,Supermarket Type1,540.6296
4639,17.75,Regular,0.067777778,Baking Goods,186.924,OUT018,Medium,Tier 3,Supermarket Type2,3169.208
4640,5.035,Regular,0.080362549,Breads,229.0036,OUT017,Not Applicable,Tier 2,Supermarket Type1,4326.3684
4641,8.355,Low Fat,0.013929059,Baking Goods,94.1462,OUT046,Small,Tier 1,Supermarket Type1,2221.1088
4642,6.13,Low Fat,0.077169953,Dairy,63.0536,OUT017,Not Applicable,Tier 2,Supermarket Type1,1225.072
4643,10.5,Regular,0.0,Baking Goods,143.3128,OUT046,Small,Tier 1,Supermarket Type1,1438.128
4644,12.5,Low Fat,0.112681821,Canned,119.144,OUT018,Medium,Tier 3,Supermarket Type2,3235.788
4645,12.857645184136183,Low Fat,0.10080442,Baking Goods,45.4744,OUT027,Medium,Tier 3,Supermarket Type3,1041.3112
4646,20.75,Low Fat,0.02512588,Health and Hygiene,150.4734,OUT035,Small,Tier 2,Supermarket Type1,890.8404
4647,12.857645184136183,Regular,0.122519571,Snack Foods,93.0436,OUT027,Medium,Tier 3,Supermarket Type3,2363.59
4648,13.35,Regular,0.15021128,Snack Foods,179.066,OUT017,Not Applicable,Tier 2,Supermarket Type1,2696.49
4649,7.96,Low Fat,0.028357839,Canned,163.2894,OUT035,Small,Tier 2,Supermarket Type1,4530.1032
4650,8.92,Low Fat,0.130663423,Household,175.237,OUT017,Not Applicable,Tier 2,Supermarket Type1,2117.244
4651,6.635,Regular,0.006335942,Baking Goods,121.8098,OUT049,Medium,Tier 1,Supermarket Type1,2048.6666
4652,15.5,Low Fat,0.032845997,Baking Goods,106.7938,OUT013,High,Tier 3,Supermarket Type1,3215.814
4653,6.13,Low Fat,0.076735903,Dairy,62.4536,OUT046,Small,Tier 1,Supermarket Type1,1225.072
4654,7.315,Low Fat,0.01530184,Snack Foods,154.434,OUT046,Small,Tier 1,Supermarket Type1,1378.206
4655,16.0,Regular,0.029377239,Meat,46.1718,OUT010,Not Applicable,Tier 3,Grocery Store,94.5436
4656,16.85,Low Fat,0.233356571,Snack Foods,146.576,OUT010,Not Applicable,Tier 3,Grocery Store,439.428
4657,15.85,Low Fat,0.137053947,Canned,94.4094,OUT018,Medium,Tier 3,Supermarket Type2,1047.3034
4658,15.0,Low Fat,0.0,Snack Foods,43.4744,OUT046,Small,Tier 1,Supermarket Type1,543.2928
4659,19.1,Low Fat,0.177236497,Household,172.3422,OUT035,Small,Tier 2,Supermarket Type1,2586.633
4660,19.0,Low Fat,0.111830282,Frozen Foods,105.4622,OUT013,High,Tier 3,Supermarket Type1,952.7598
4661,13.5,Low Fat,0.0,Baking Goods,84.654,OUT049,Medium,Tier 1,Supermarket Type1,1211.756
4662,16.75,Regular,0.008204465,Canned,99.8674,OUT049,Medium,Tier 1,Supermarket Type1,2342.9502
4663,12.857645184136183,Regular,0.02439015,Breads,95.9068,OUT027,Medium,Tier 3,Supermarket Type3,3207.8244
4664,9.195,Regular,0.064143995,Frozen Foods,85.9566,OUT045,Not Applicable,Tier 2,Supermarket Type1,1691.132
4665,19.35,Low Fat,0.033275634,Meat,173.8738,OUT017,Not Applicable,Tier 2,Supermarket Type1,2432.8332
4666,11.8,Regular,0.107662745,Dairy,224.1772,OUT017,Not Applicable,Tier 2,Supermarket Type1,2890.9036
4667,10.6,Low Fat,0.01115195,Breads,40.6454,OUT017,Not Applicable,Tier 2,Supermarket Type1,167.7816
4668,13.65,Regular,0.013064516,Fruits and Vegetables,115.5834,OUT045,Not Applicable,Tier 2,Supermarket Type1,1382.2008
4669,14.85,Regular,0.009954237,Snack Foods,158.263,OUT049,Medium,Tier 1,Supermarket Type1,2659.871
4670,12.857645184136183,Low Fat,0.021214364,Health and Hygiene,48.2034,OUT019,Small,Tier 1,Grocery Store,97.2068
4671,13.5,Regular,0.067859568,Dairy,60.1562,OUT035,Small,Tier 2,Supermarket Type1,1599.9174
4672,5.635,Low Fat,0.103481775,Baking Goods,150.005,OUT045,Not Applicable,Tier 2,Supermarket Type1,1797.66
4673,7.405,Low Fat,0.015358176,Canned,92.4146,OUT017,Not Applicable,Tier 2,Supermarket Type1,1459.4336
4674,12.857645184136183,Low Fat,0.293066133,Household,177.0712,OUT019,Small,Tier 1,Grocery Store,351.5424
4675,11.35,Low Fat,0.030981392,Snack Foods,51.9008,OUT017,Not Applicable,Tier 2,Supermarket Type1,708.4112
4676,12.857645184136183,Low Fat,0.0,Soft Drinks,153.8024,OUT027,Medium,Tier 3,Supermarket Type3,7741.9224
4677,16.1,Regular,0.013623294,Fruits and Vegetables,109.3596,OUT045,Not Applicable,Tier 2,Supermarket Type1,1186.4556
4678,17.7,Regular,0.041098734,Fruits and Vegetables,80.9276,OUT018,Medium,Tier 3,Supermarket Type2,487.3656
4679,13.1,Low Fat,0.01209726,Others,188.853,OUT035,Small,Tier 2,Supermarket Type1,3225.801
4680,14.3,Regular,0.034382602,Baking Goods,96.5726,OUT013,High,Tier 3,Supermarket Type1,2251.0698
4681,12.857645184136183,Low Fat,0.035406842,Snack Foods,244.317,OUT027,Medium,Tier 3,Supermarket Type3,8262.578
4682,8.6,Low Fat,0.090374342,Household,114.3176,OUT045,Not Applicable,Tier 2,Supermarket Type1,1946.7992
4683,5.78,Regular,0.074451126,Snack Foods,264.5568,OUT018,Medium,Tier 3,Supermarket Type2,6327.7632
4684,8.195,Low Fat,0.031467128,Baking Goods,91.8462,OUT045,Not Applicable,Tier 2,Supermarket Type1,2313.655
4685,13.65,Regular,0.078786674,Dairy,184.824,OUT046,Small,Tier 1,Supermarket Type1,3355.632
4686,17.35,Low Fat,0.056032247,Baking Goods,102.3016,OUT045,Not Applicable,Tier 2,Supermarket Type1,1619.2256
4687,20.25,Low Fat,0.058935522,Household,246.646,OUT046,Small,Tier 1,Supermarket Type1,2463.46
4688,12.857645184136183,Regular,0.064577332,Meat,230.5352,OUT019,Small,Tier 1,Grocery Store,687.1056
4689,16.1,Low Fat,0.034306962,Fruits and Vegetables,252.3356,OUT046,Small,Tier 1,Supermarket Type1,3815.034
4690,12.857645184136183,Regular,0.053586458,Fruits and Vegetables,89.7856,OUT027,Medium,Tier 3,Supermarket Type3,966.7416
4691,17.6,Regular,0.076431919,Meat,113.2202,OUT018,Medium,Tier 3,Supermarket Type2,2025.3636
4692,18.0,Low Fat,0.039090105,Snack Foods,148.4418,OUT045,Not Applicable,Tier 2,Supermarket Type1,4119.9704
4693,12.5,Low Fat,0.031549131,Health and Hygiene,99.0384,OUT010,Not Applicable,Tier 3,Grocery Store,197.0768
4694,9.065,Low Fat,0.115233813,Frozen Foods,94.4094,OUT013,High,Tier 3,Supermarket Type1,2856.282
4695,16.85,Regular,0.159825617,Frozen Foods,195.5478,OUT035,Small,Tier 2,Supermarket Type1,4262.4516
4696,16.0,Low Fat,0.073080167,Household,228.4668,OUT017,Not Applicable,Tier 2,Supermarket Type1,2534.0348
4697,9.3,Low Fat,0.066727717,Frozen Foods,181.6292,OUT013,High,Tier 3,Supermarket Type1,2371.5796
4698,6.215,Low Fat,0.012146608,Fruits and Vegetables,37.9848,OUT035,Small,Tier 2,Supermarket Type1,782.9808
4699,20.1,Regular,0.022552083,Fruits and Vegetables,226.6036,OUT017,Not Applicable,Tier 2,Supermarket Type1,6831.108
4700,8.77,Regular,0.047036036,Fruits and Vegetables,170.5422,OUT017,Not Applicable,Tier 2,Supermarket Type1,2759.0752
4701,16.25,Low Fat,0.087158654,Dairy,95.141,OUT035,Small,Tier 2,Supermarket Type1,2220.443
4702,15.15,Low Fat,0.027756137,Baking Goods,150.4708,OUT013,High,Tier 3,Supermarket Type1,2106.5912
4703,13.15,Low Fat,0.092589917,Household,159.5604,OUT013,High,Tier 3,Supermarket Type1,1901.5248
4704,12.15,Low Fat,0.0,Household,117.615,OUT013,High,Tier 3,Supermarket Type1,1514.695
4705,12.857645184136183,Low Fat,0.077427883,Frozen Foods,41.8454,OUT019,Small,Tier 1,Grocery Store,41.9454
4706,20.85,Low Fat,0.121227447,Snack Foods,197.5452,OUT035,Small,Tier 2,Supermarket Type1,4306.3944
4707,18.2,Regular,0.066284519,Fruits and Vegetables,247.2092,OUT035,Small,Tier 2,Supermarket Type1,3486.1288
4708,8.3,Low Fat,0.03549838,Fruits and Vegetables,36.6506,OUT018,Medium,Tier 3,Supermarket Type2,455.4072
4709,6.195,Low Fat,0.072131519,Snack Foods,120.1098,OUT045,Not Applicable,Tier 2,Supermarket Type1,2892.2352
4710,15.1,Low Fat,0.0,Fruits and Vegetables,216.4166,OUT045,Not Applicable,Tier 2,Supermarket Type1,2830.3158
4711,11.5,Low Fat,0.021020616,Health and Hygiene,130.7942,OUT045,Not Applicable,Tier 2,Supermarket Type1,2782.3782
4712,19.0,Low Fat,0.111902259,Frozen Foods,105.4622,OUT035,Small,Tier 2,Supermarket Type1,1905.5196
4713,10.5,Low Fat,0.071548187,Frozen Foods,120.2098,OUT018,Medium,Tier 3,Supermarket Type2,602.549
4714,8.8,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,Medium,Tier 1,Supermarket Type1,2508.7344
4715,12.857645184136183,Low Fat,0.121765124,Health and Hygiene,264.1884,OUT019,Small,Tier 1,Grocery Store,264.9884
4716,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262,OUT045,Not Applicable,Tier 2,Supermarket Type1,3182.524
4717,12.857645184136183,Regular,0.080697998,Frozen Foods,39.8506,OUT019,Small,Tier 1,Grocery Store,37.9506
4718,17.75,Regular,0.156802171,Dairy,242.1538,OUT035,Small,Tier 2,Supermarket Type1,4326.3684
4719,20.75,Low Fat,0.024144862,Fruits and Vegetables,123.373,OUT035,Small,Tier 2,Supermarket Type1,2093.941
4720,16.7,Regular,0.062297249,Snack Foods,60.6562,OUT018,Medium,Tier 3,Supermarket Type2,592.562
4721,12.857645184136183,Low Fat,0.052058711,Frozen Foods,55.5588,OUT027,Medium,Tier 3,Supermarket Type3,1145.176
4722,13.85,Low Fat,0.031402114,Others,40.248,OUT045,Not Applicable,Tier 2,Supermarket Type1,319.584
4723,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504,OUT046,Small,Tier 1,Supermarket Type1,1725.7536
4724,12.1,Low Fat,0.0,Fruits and Vegetables,177.3002,OUT035,Small,Tier 2,Supermarket Type1,3044.7034
4725,12.15,Low Fat,0.0,Household,118.515,OUT018,Medium,Tier 3,Supermarket Type2,1398.18
4726,12.857645184136183,Low Fat,0.031139933,Dairy,74.8012,OUT019,Small,Tier 1,Grocery Store,303.6048
4727,16.35,Low Fat,0.013363902,Others,106.128,OUT035,Small,Tier 2,Supermarket Type1,1917.504
4728,12.857645184136183,Low Fat,0.030952737,Fruits and Vegetables,160.1578,OUT027,Medium,Tier 3,Supermarket Type3,3048.6982
4729,7.27,Low Fat,0.07136748,Soft Drinks,111.8518,OUT018,Medium,Tier 3,Supermarket Type2,2277.036
4730,13.8,Low Fat,0.058192802,Dairy,246.9802,OUT049,Medium,Tier 1,Supermarket Type1,5896.3248
4731,20.25,Regular,0.022976493,Baking Goods,240.3538,OUT049,Medium,Tier 1,Supermarket Type1,4086.0146
4732,9.3,Low Fat,0.111220521,Breads,65.7826,OUT046,Small,Tier 1,Supermarket Type1,968.739
4733,14.15,Low Fat,0.037967687,Starchy Foods,125.6046,OUT049,Medium,Tier 1,Supermarket Type1,1618.5598
4734,12.857645184136183,Low Fat,0.0,Health and Hygiene,164.5526,OUT027,Medium,Tier 3,Supermarket Type3,2302.3364
4735,8.115,Regular,0.032158866,Canned,154.8972,OUT046,Small,Tier 1,Supermarket Type1,1713.7692
4736,12.857645184136183,Regular,0.045068892,Snack Foods,190.8872,OUT019,Small,Tier 1,Grocery Store,945.436
4737,11.1,Low Fat,0.033176087,Household,120.1124,OUT045,Not Applicable,Tier 2,Supermarket Type1,1896.1984
4738,12.5,Low Fat,0.018845298,Health and Hygiene,96.7384,OUT035,Small,Tier 2,Supermarket Type1,2759.0752
4739,9.8,Regular,0.056375879,Breads,84.6908,OUT035,Small,Tier 2,Supermarket Type1,1006.6896
4740,19.7,Regular,0.161356273,Canned,253.1014,OUT018,Medium,Tier 3,Supermarket Type2,2805.0154
4741,14.3,Regular,0.034605882,Baking Goods,95.9726,OUT017,Not Applicable,Tier 2,Supermarket Type1,2153.1972
4742,19.75,Low Fat,0.033942546,Snack Foods,213.5902,OUT049,Medium,Tier 1,Supermarket Type1,4460.1942
4743,18.5,Low Fat,0.025740259,Meat,89.4172,OUT013,High,Tier 3,Supermarket Type1,1605.9096
4744,12.857645184136183,Low Fat,0.026938317,Household,174.1396,OUT027,Medium,Tier 3,Supermarket Type3,4012.1108
4745,12.35,Regular,0.033754478,Meat,199.0426,OUT035,Small,Tier 2,Supermarket Type1,3361.6242
4746,12.857645184136183,Low Fat,0.015375557,Health and Hygiene,156.9604,OUT027,Medium,Tier 3,Supermarket Type3,4278.4308
4747,5.365,Regular,0.140458316,Seafood,169.7764,OUT049,Medium,Tier 1,Supermarket Type1,3263.7516
4748,12.857645184136183,Low Fat,0.046333982,Health and Hygiene,97.2384,OUT027,Medium,Tier 3,Supermarket Type3,2660.5368
4749,20.5,Regular,0.0,Frozen Foods,82.8592,OUT035,Small,Tier 2,Supermarket Type1,908.1512
4750,8.71,Low Fat,0.139228412,Canned,49.5376,OUT046,Small,Tier 1,Supermarket Type1,1198.44
4751,12.857645184136183,Low Fat,0.0,Seafood,109.4596,OUT027,Medium,Tier 3,Supermarket Type3,1833.6132
4752,16.0,Regular,0.0,Meat,48.1718,OUT017,Not Applicable,Tier 2,Supermarket Type1,756.3488
4753,17.6,Low Fat,0.00799436,Dairy,171.6422,OUT013,High,Tier 3,Supermarket Type1,3793.7284
4754,20.7,Regular,0.121767168,Frozen Foods,118.9466,OUT045,Not Applicable,Tier 2,Supermarket Type1,353.5398
4755,13.0,Regular,0.030083482,Canned,61.922,OUT035,Small,Tier 2,Supermarket Type1,1557.972
4756,20.2,Regular,0.118025091,Baking Goods,195.811,OUT017,Not Applicable,Tier 2,Supermarket Type1,2553.343
4757,20.35,Low Fat,0.060649213,Baking Goods,232.7616,OUT013,High,Tier 3,Supermarket Type1,2812.3392
